"competencia","data","ano","entidade","entidade_nome","bloco","aprovada","distribuida","ocupada","vago","nunca_distribuido","vago_pos_distrib","taxa_vacancia"
201911,2019-11-01,2019,36207,"AGENCIA NACIONAL DE VIGILANCIA SANITARIA","36207",1764,1748,1672,92,16,76,5.22
201911,2019-11-01,2019,36208,"AGENCIA NACIONAL DE SAUDE SUPLEMENTAR","36208",711,679,638,73,32,41,10.27
201911,2019-11-01,2019,37000,"DEFENSORIA PUBLICA DA UNIAO","37000",2000,1222,1135,865,778,87,43.25
201911,2019-11-01,2019,38000,"CONSELHO ADMINIST.DE DEFESA ECONOMICA","38000",52,50,40,12,2,10,23.08
201911,2019-11-01,2019,39250,"AGENCIA NAC. DE TRANSPORTES TERRESTRES","39250",1784,1246,1030,754,538,216,42.26
201911,2019-11-01,2019,39251,"AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS","39251",480,445,379,101,35,66,21.04
201911,2019-11-01,2019,39252,"DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.","39252",4326,3439,2386,1940,887,1053,44.85
201911,2019-11-01,2019,40100,"Min. da Integração e Desenv. Regional","40112",1174,836,590,584,338,246,49.74
201911,2019-11-01,2019,40108,"MINISTERIO CIENCIA TECNOLOGIA INOVA","40108",5801,4910,3308,2493,891,1602,42.98
201911,2019-11-01,2019,40115,"Ministério da Defesa","40105",3056,2710,1540,1516,346,1170,49.61
201911,2019-11-01,2019,40116,"Advocacia-Geral da União","40106",8632,8539,6758,1874,93,1781,21.71
201911,2019-11-01,2019,40202,"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA","40202",270,270,240,30,0,30,11.11
201911,2019-11-01,2019,40211,"Ministério do Meio Ambiente","40111",1133,792,520,613,341,272,54.1
201911,2019-11-01,2019,40301,"COMISSAO NACIONAL DE ENERGIA NUCLEAR","40301",3315,2828,1670,1645,487,1158,49.62
201911,2019-11-01,2019,40403,"Fundação Casa de Rui Barbosa","40403",148,145,109,39,3,36,26.35
201911,2019-11-01,2019,40408,"FUNDACAO CULTURAL PALMARES","40408",26,26,26,0,0,0,0
201911,2019-11-01,2019,40501,"CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO","40501",1041,845,381,660,196,464,63.4
201911,2019-11-01,2019,40603,"SUPERINTENDENCIA ZONA FRANCA DE MANAUS","40603",600,600,454,146,0,146,24.33
201911,2019-11-01,2019,40604,"INSTITUTO BRASILEIRO DE TURISMO","40604",198,194,107,91,4,87,45.96
201911,2019-11-01,2019,40701,"INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS","40701",6473,6457,2833,3640,16,3624,56.23
201911,2019-11-01,2019,40801,"GOVERNO DO EX-TERRITORIO DO AMAPA","40801",6377,6373,6360,17,4,13,0.27
201911,2019-11-01,2019,40803,"GOVERNO DO EX-TERRITORIO DE RONDONIA","40803",6234,6165,6082,152,69,83,2.44
201911,2019-11-01,2019,40804,"GOVERNO DO EX-TERRITORIO DE RORAIMA","40804",3349,3349,3346,3,0,3,0.09
201911,2019-11-01,2019,40806,"DEP.DE CENTRAL.SERV.DE INATIVOS E PENS.","40806",7,7,0,7,0,7,100
201911,2019-11-01,2019,41231,"AGENCIA NACIONAL DE TELECOMUNICACOES","41231",1793,1598,1366,427,195,232,23.81
201911,2019-11-01,2019,42201,"INSTITUTO NAC. DE COLONIZ E REF AGRARIA","42201",7544,4995,3688,3856,2549,1307,51.11
201911,2019-11-01,2019,42204,"DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS","42204",1754,1753,952,802,1,801,45.72
201911,2019-11-01,2019,42207,"INSTITUTO BRASILEIRO DE MUSEUS","42207",801,653,419,382,148,234,47.69
201911,2019-11-01,2019,44205,"AGENCIA NACIONAL DE AGUAS","44205",397,380,299,98,17,81,24.69
201911,2019-11-01,2019,44206,"INSTITUTO DE PESQ. JARDIM BOTANICO DO RJ","44206",218,217,130,88,1,87,40.37
201911,2019-11-01,2019,44207,"INSTITUTO CHICO MENDES CONSERV.BIODIVER.","44207",2880,2233,1482,1398,647,751,48.54
201911,2019-11-01,2019,45203,"COMISSAO DE VALORES MOBILIARIOS","45203",601,586,447,154,15,139,25.62
201911,2019-11-01,2019,45205,"FUND. INST. BRASIL. GEOG. E ESTATISTICA","45205",11528,11526,4645,6883,2,6881,59.71
201911,2019-11-01,2019,45206,"INSTITUTO DE PESQUISA ECONOMICA APLICADA","45206",884,880,345,539,4,535,60.97
201911,2019-11-01,2019,45208,"SUPERINTENDENCIA DE SEGUROS PRIVADOS","45208",826,533,348,478,293,185,57.87
201911,2019-11-01,2019,49000,"MINISTERIO DA INFRAESTRUTURA","49000",1036,985,482,554,51,503,53.47
201911,2019-11-01,2019,52201,"AGENCIA NACIONAL DE AVIACAO CIVIL","52201",1841,1564,1318,523,277,246,28.41
201911,2019-11-01,2019,53202,"SUPERINTENDENCIA DO DESENV. DA AMAZONIA","53202",216,206,162,54,10,44,25
201911,2019-11-01,2019,53203,"SUPERINTENDENCIA DO DESENV. DO NORDESTE","53203",240,218,189,51,22,29,21.25
201911,2019-11-01,2019,53297,"SUP.DE DESENVOLVIMENTO DO CENTRO OESTE","53297",97,97,73,24,0,24,24.74
201911,2019-11-01,2019,54000,"MINISTERIO DO TURISMO","54000",303,284,190,113,19,94,37.29
201911,2019-11-01,2019,55000,"MINISTERIO DA CIDADANIA","55000",1469,1231,891,578,238,340,39.35
201911,2019-11-01,2019,57201,"FUND.JORGE DUPRAT FIG. SEG. MED.TRABALHO","57201",502,379,213,289,123,166,57.57
201911,2019-11-01,2019,57202,"INSTITUTO NACIONAL DE SEGURO SOCIAL","57202",47002,45607,22695,24307,1395,22912,51.71
201911,2019-11-01,2019,59000,"CONTROLADORIA-GERAL DA UNIAO","59000",5082,2178,1947,3135,2904,231,61.69
201911,2019-11-01,2019,70000,"COMANDO DA MARINHA","70000",9412,8389,3843,5569,1023,4546,59.17
201911,2019-11-01,2019,81000,"MIN. DA MULHER, FAMILIA E DIR. HUMANOS","81000",89,39,38,51,50,1,57.3
201911,2019-11-01,2019,98000,"ORGAO CENTRAL DO SIPEC","98000",6003,0,0,6003,6003,0,100
201912,2019-12-01,2019,13300,"Ministério da Agricultura e Pecuária","13000",12942,12159,7154,5788,783,5005,44.72
201912,2019-12-01,2019,15000,"MINISTERIO DA EDUCACAO","15000",36744,1939,788,35956,34805,1151,97.86
201912,2019-12-01,2019,16000,"COMANDO DO EXERCITO","16000",8707,8705,4538,4169,2,4167,47.88
201912,2019-12-01,2019,16100,"FUNDACAO OSORIO","16100",99,97,55,44,2,42,44.44
201912,2019-12-01,2019,17000,"MINISTERIO DA ECONOMIA","economico",76799,67114,39906,36893,9685,27208,48.04
201912,2019-12-01,2019,20000,"MINIST. DA JUSTICA E SEGURANCA PUBLICA","20000",3611,3486,2457,1154,125,1029,31.96
201912,2019-12-01,2019,20101,"PRESIDENCIA DA REPUBLICA","20101",726,284,150,576,442,134,79.34
201912,2019-12-01,2019,20114,"AGENCIA BRASILEIRA DE INTELIGENCIA","20114",294,260,179,115,34,81,39.12
201912,2019-12-01,2019,20115,"DEPARTAMENTO DE POLICIA FEDERAL","20115",17630,17302,13231,4399,328,4071,24.95
201912,2019-12-01,2019,20224,"AGENCIA NACIONAL DO CINEMA","20224",361,361,344,17,0,17,4.71
201912,2019-12-01,2019,21000,"COMANDO DA AERONAUTICA","21000",8937,7972,3774,5163,965,4198,57.77
201912,2019-12-01,2019,21300,"AGENCIA ESPACIAL BRASILEIRA","21300",178,178,62,116,0,116,65.17
201912,2019-12-01,2019,24203,"FUNDACAO NACIONAL DE ARTES","24203",392,392,201,191,0,191,48.72
201912,2019-12-01,2019,24204,"INSTITUTO DO PATR.HIST.E ART. NACIONAL","24204",1233,1227,975,258,6,252,20.92
201912,2019-12-01,2019,24205,"FUNDACAO BIBLIOTECA NACIONAL","24205",482,482,291,191,0,191,39.63
201912,2019-12-01,2019,25000,"MINISTERIO DA SAUDE","25000",90561,85457,49535,41026,5104,35922,45.3
201912,2019-12-01,2019,26104,"INSTITUTO NACIONAL DE EDUCACAO DE SURDOS","26104",505,503,407,98,2,96,19.41
201912,2019-12-01,2019,26105,"INSTITUTO BENJAMIN CONSTANT","26105",283,283,232,51,0,51,18.02
201912,2019-12-01,2019,26106,"FUNDO NACIONAL DE DESENVOLV. DA EDUCACAO","26106",1124,1104,468,656,20,636,58.36
201912,2019-12-01,2019,26107,"INST.NACIONAL DE EST.E PESQ.EDUCACIONAIS","26107",618,532,397,221,86,135,35.76
201912,2019-12-01,2019,26201,"COLEGIO PEDRO II","26201",2297,2293,2185,112,4,108,4.88
201912,2019-12-01,2019,26230,"FUND.UNIV.FED.DO VALE DO SAO FRANCISCO","26230",1044,969,943,101,75,26,9.67
201912,2019-12-01,2019,26231,"UNIVERSIDADE FEDERAL DE ALAGOAS","26231",3504,3481,3345,159,23,136,4.54
201912,2019-12-01,2019,26232,"UNIVERSIDADE FEDERAL DA BAHIA","26232",5981,5974,5637,344,7,337,5.75
201912,2019-12-01,2019,26233,"UNIVERSIDADE FEDERAL DO CEARA","26233",5756,5667,5521,235,89,146,4.08
201912,2019-12-01,2019,26234,"UNIVERSIDADE FEDERAL DO ESPIRITO SANTO","26234",3955,3951,3809,146,4,142,3.69
201912,2019-12-01,2019,26235,"UNIVERSIDADE FEDERAL DE GOIAS","26235",5268,5232,5061,207,36,171,3.93
201912,2019-12-01,2019,26236,"UNIVERSIDADE FEDERAL FLUMINENSE","26236",7616,7586,7010,606,30,576,7.96
201912,2019-12-01,2019,26237,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA","26237",3268,3249,3146,122,19,103,3.73
201912,2019-12-01,2019,26238,"UNIVERSIDADE FEDERAL DE MINAS GERAIS","26238",7726,7713,7426,300,13,287,3.88
201912,2019-12-01,2019,26239,"UNIVERSIDADE FEDERAL DO PARA","26239",5519,5466,5245,274,53,221,4.96
201912,2019-12-01,2019,26240,"UNIVERSIDADE FEDERAL DA PARAIBA","26240",6387,6341,5867,520,46,474,8.14
201912,2019-12-01,2019,26241,"UNIVERSIDADE FEDERAL DO PARANA","26241",6378,6361,6119,259,17,242,4.06
201912,2019-12-01,2019,26242,"UNIVERSIDADE FEDERAL DE PERNAMBUCO","26242",6872,6782,6351,521,90,431,7.58
201912,2019-12-01,2019,26243,"UNIVERSIDADE FED. DO RIO GRANDE DO NORTE","26243",5681,5661,5402,279,20,259,4.91
201912,2019-12-01,2019,26244,"UNIVERSIDADE FED. DO RIO GRANDE DO SUL","26244",5618,5605,5442,176,13,163,3.13
201912,2019-12-01,2019,26245,"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO","26245",13807,13792,13325,482,15,467,3.49
201912,2019-12-01,2019,26246,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","26246",5872,5831,5620,252,41,211,4.29
201912,2019-12-01,2019,26247,"UNIVERSIDADE FEDERAL DE SANTA MARIA","26247",4778,4765,4574,204,13,191,4.27
201912,2019-12-01,2019,26248,"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO","26248",2484,2452,2384,100,32,68,4.03
201912,2019-12-01,2019,26249,"UNIV. FEDERAL RURAL DO RIO DE JANEIRO","26249",2459,2451,2387,72,8,64,2.93
201912,2019-12-01,2019,26250,"UNIVERSIDADE FEDERAL DE RORAIMA","26250",1073,1068,1043,30,5,25,2.8
201912,2019-12-01,2019,26251,"FUNDACAO UNIVERSIDADE FED. DO TOCANTINS","26251",2023,2002,1975,48,21,27,2.37
201912,2019-12-01,2019,26252,"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE","26252",3136,3087,2878,258,49,209,8.23
201912,2019-12-01,2019,26253,"UNIVERSIDADE FEDERAL RURAL DA AMAZONIA","26253",1210,1118,1081,129,92,37,10.66
201912,2019-12-01,2019,26254,"UNIVERSIDADE FED.DO TRIANGULO MINEIRO","26254",2172,2158,2096,76,14,62,3.5
201912,2019-12-01,2019,26255,"UNI.FED.VALES DO JEQUITINHONHA E MUCURI","26255",1551,1504,1477,74,47,27,4.77
201912,2019-12-01,2019,26256,"CENTRO FED.EDUC.TECNOL.CELSO S. FONSECA","26256",1591,1570,1473,118,21,97,7.42
201912,2019-12-01,2019,26257,"CENTRO FED.DE EDUC.TECNOL.MINAS GERAIS","26257",1664,1648,1613,51,16,35,3.06
201912,2019-12-01,2019,26258,"UNIVERS. TECNOLOGICA FEDERAL DO PARANA","26258",3867,3862,3661,206,5,201,5.33
201912,2019-12-01,2019,26260,"UNIVERSIDADE FEDERAL DE ALFENAS","26260",930,922,903,27,8,19,2.9
201912,2019-12-01,2019,26261,"UNIVERSIDADE FEDERAL DE ITAJUBA","26261",886,881,864,22,5,17,2.48
201912,2019-12-01,2019,26262,"UNIVERSIDADE FEDERAL DE SAO PAULO","26262",5753,5724,5480,273,29,244,4.75
201912,2019-12-01,2019,26263,"UNIVERSIDADE FEDERAL DE LAVRAS","26263",1384,1369,1333,51,15,36,3.68
201912,2019-12-01,2019,26264,"UNIVERSIDADE FED. RURAL DO SEMI-ARIDO","26264",1286,1272,1253,33,14,19,2.57
201912,2019-12-01,2019,26266,"FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA","26266",1839,1796,1768,71,43,28,3.86
201912,2019-12-01,2019,26267,"UNIV.FED. DA INTEGRACAO LATINO-AMERICANA","26267",961,936,909,52,25,27,5.41
201912,2019-12-01,2019,26268,"FUND. UNIVERSIDADE FEDERAL DE RONDONIA","26268",1367,1348,1300,67,19,48,4.9
201912,2019-12-01,2019,26269,"UNIVERSIDADE DO RIO DE JANEIRO","26269",2477,2471,2379,98,6,92,3.96
201912,2019-12-01,2019,26270,"FUNDACAO UNIVERSIDADE DO AMAZONAS","26270",3486,3464,3340,146,22,124,4.19
201912,2019-12-01,2019,26271,"FUNDACAO UNIVERSIDADE DE BRASILIA","26271",6040,6029,5820,220,11,209,3.64
201912,2019-12-01,2019,26272,"FUNDACAO UNIVERSIDADE DO MARANHAO","26272",3672,3667,3608,64,5,59,1.74
201912,2019-12-01,2019,26273,"UNIVERSIDADE FEDERAL DO RIO GRANDE","26273",2089,2074,1997,92,15,77,4.4
201912,2019-12-01,2019,26274,"FUNDACAO UNIV. FEDERAL DE UBERLANDIA","26274",5072,5065,4925,147,7,140,2.9
201912,2019-12-01,2019,26275,"UNIVERSIDADE FEDERAL DO ACRE","26275",1520,1494,1466,54,26,28,3.55
201912,2019-12-01,2019,26276,"UNIVERSIDADE FEDERAL DE MATO GROSSO","26276",3617,3582,3369,248,35,213,6.86
201912,2019-12-01,2019,26277,"FUNDACAO UNIV. FEDERAL DE OURO PRETO","26277",1728,1703,1636,92,25,67,5.32
201912,2019-12-01,2019,26278,"FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS","26278",2741,2733,2624,117,8,109,4.27
201912,2019-12-01,2019,26279,"UNIVERSIDADE FEDERAL DO PIAUI","26279",3110,3093,2949,161,17,144,5.18
201912,2019-12-01,2019,26280,"UNIVERSIDADE FEDERAL DE SAO CARLOS","26280",2344,2328,2270,74,16,58,3.16
201912,2019-12-01,2019,26281,"FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","26281",3070,3062,2980,90,8,82,2.93
201912,2019-12-01,2019,26282,"UNIVERSIDADE FEDERAL DE VICOSA","26282",3442,3419,3302,140,23,117,4.07
201912,2019-12-01,2019,26283,"UNIV. FEDERAL DE MATO GROSSO DO SUL","26283",3494,3461,3351,143,33,110,4.09
201912,2019-12-01,2019,26284,"FUND.UNIV.FED.CIENC.SAUDE D PORTO ALEGRE","26284",588,584,577,11,4,7,1.87
201912,2019-12-01,2019,26285,"FUND. UNIVERSIDADE DE SAO JOAO DEL REI","26285",1463,1445,1383,80,18,62,5.47
201912,2019-12-01,2019,26286,"FUNDACAO UNVERSIDADE FEDERAL DO AMAPA","26286",1222,1197,1150,72,25,47,5.89
201912,2019-12-01,2019,26292,"FUNDACAO JOAQUIM NABUCO","26292",452,452,205,247,0,247,54.65
201912,2019-12-01,2019,26298,"FUND COORD APERF PESSOAL NIVEL SUPERIOR","26298",549,499,356,193,50,143,35.15
201912,2019-12-01,2019,26350,"FUND. UNIV FEDERAL DA GRANDE DOURADOS","26350",1592,1581,1545,47,11,36,2.95
201912,2019-12-01,2019,26351,"UNIV. FEDERAL DO RECONCAVO DA BAHIA","26351",1672,1645,1591,81,27,54,4.84
201912,2019-12-01,2019,26352,"FUNDACAO UNIVERSIDADE FEDERAL DO ABC","26352",1568,1539,1496,72,29,43,4.59
201912,2019-12-01,2019,26401,"INSTITUTO FEDERAL DO ACRE","26401",857,759,742,115,98,17,13.42
201912,2019-12-01,2019,26402,"INSTITUTO FEDERAL DE ALAGOAS","26402",1890,1835,1787,103,55,48,5.45
201912,2019-12-01,2019,26403,"INSTITUTO FEDERAL DO AMAZONAS","26403",1986,1862,1771,215,124,91,10.83
201912,2019-12-01,2019,26404,"INSTITUTO FEDERAL BAIANO","26404",1978,1746,1658,320,232,88,16.18
201912,2019-12-01,2019,26405,"INSTITUTO FEDERAL DO CEARA","26405",3870,3736,3539,331,134,197,8.55
201912,2019-12-01,2019,26406,"INSTITUTO FEDERAL DO ESPIRITO SANTO","26406",2940,2926,2863,77,14,63,2.62
201912,2019-12-01,2019,26407,"INSTITUTO FEDERAL GOIANO","26407",1429,1410,1392,37,19,18,2.59
201912,2019-12-01,2019,26408,"INSTITUTO FEDERAL DO MARANHAO","26408",3271,3226,3172,99,45,54,3.03
201912,2019-12-01,2019,26409,"INSTITUTO FEDERAL DE MINAS GERAIS","26409",1924,1902,1849,75,22,53,3.9
201912,2019-12-01,2019,26410,"INSTITUTO FED. DO NORTE DE MINAS GERAIS","26410",1373,1348,1330,43,25,18,3.13
201912,2019-12-01,2019,26411,"INSTITUTO FED.DO SUDESTE DE MINAS GERAIS","26411",1323,1293,1266,57,30,27,4.31
201912,2019-12-01,2019,26412,"INSTITUTO FEDERAL DO SUL DE MINAS GERAIS","26412",1152,1129,1109,43,23,20,3.73
201912,2019-12-01,2019,26413,"INSTITUTO FEDERAL DO TRIANGULO MINEIRO","26413",1175,1153,1130,45,22,23,3.83
201912,2019-12-01,2019,26414,"INSTITUTO FEDERAL DE MATO GROSSO","26414",2035,1974,1898,137,61,76,6.73
201912,2019-12-01,2019,26415,"INSTITUTO FEDERAL DE MATO GROSSO DO SUL","26415",1260,1232,1192,68,28,40,5.4
201912,2019-12-01,2019,26416,"INSTITUTO FEDERAL DO PARA","26416",2602,2464,2382,220,138,82,8.46
201912,2019-12-01,2019,26417,"INSTITUTO FEDERAL DA PARAIBA","26417",2390,2279,2162,228,111,117,9.54
201912,2019-12-01,2019,26418,"INSTITUTO FEDERAL DE PERNAMBUCO","26418",2396,2336,2238,158,60,98,6.59
201912,2019-12-01,2019,26419,"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","26419",2190,2156,2112,78,34,44,3.56
201912,2019-12-01,2019,26420,"INSTITUTO FEDERAL FARROUPILHA","26420",1472,1469,1412,60,3,57,4.08
201912,2019-12-01,2019,26421,"INSTITUTO FEDERAL DE RONDONIA","26421",1256,1228,1199,57,28,29,4.54
201912,2019-12-01,2019,26422,"INSTITUTO FEDERAL CATARINENSE","26422",1868,1839,1804,64,29,35,3.43
201912,2019-12-01,2019,26423,"INSTITUTO FEDERAL DE SERGIPE","26423",1537,1225,1161,376,312,64,24.46
201912,2019-12-01,2019,26424,"INSTITUTO FEDERAL DO TOCANTINS","26424",1278,1263,1253,25,15,10,1.96
201912,2019-12-01,2019,26426,"INSTITUTO FEDERAL DO AMAPA","26426",669,624,610,59,45,14,8.82
201912,2019-12-01,2019,26427,"INSTITUTO FEDERAL DA BAHIA","26427",3017,2782,2613,404,235,169,13.39
201912,2019-12-01,2019,26428,"INSTITUTO FEDERAL DE BRASILIA","26428",1370,1307,1285,85,63,22,6.2
201912,2019-12-01,2019,26429,"INSTITUTO FEDERAL DE GOIAS","26429",2110,2070,2021,89,40,49,4.22
201912,2019-12-01,2019,26430,"INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO","26430",1040,1004,960,80,36,44,7.69
201912,2019-12-01,2019,26431,"INSTITUTO FEDERAL DO PIAUI","26431",2432,2310,2220,212,122,90,8.72
201912,2019-12-01,2019,26432,"INSTITUTO FEDERAL DO PARANA","26432",2583,2215,2160,423,368,55,16.38
201912,2019-12-01,2019,26433,"INSTITUTO FEDERAL DO RIO DE JANEIRO","26433",2034,1989,1898,136,45,91,6.69
201912,2019-12-01,2019,26434,"INSTITUTO FEDERAL FLUMINENSE","26434",1731,1718,1659,72,13,59,4.16
201912,2019-12-01,2019,26435,"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","26435",2766,2705,2646,120,61,59,4.34
201912,2019-12-01,2019,26436,"INSTITUTO FEDERAL SUL RIO-GRANDENSE","26436",1842,1834,1781,61,8,53,3.31
201912,2019-12-01,2019,26437,"INSTITUTO FEDERAL DE RORAIMA","26437",733,689,645,88,44,44,12.01
201912,2019-12-01,2019,26438,"INSTITUTO FEDERAL DE SANTA CATARINA","26438",2680,2649,2546,134,31,103,5
201912,2019-12-01,2019,26439,"INSTITUTO FEDERAL DE SAO PAULO","26439",4640,4571,4478,162,69,93,3.49
201912,2019-12-01,2019,26440,"UNIVERSIDADE FEDERAL DA FRONTEIRA SUL","26440",1428,1407,1384,44,21,23,3.08
201912,2019-12-01,2019,26441,"UNIVERSIDADE FEDERAL DO OESTE DO PARA","26441",1118,1106,1092,26,12,14,2.33
201912,2019-12-01,2019,26442,"UN. INT.INTERN. LUSOFONIA AFROBRASILEIRA","26442",766,738,690,76,28,48,9.92
201912,2019-12-01,2019,26447,"UNIVERSIDADE FEDERAL DO OESTE DA BAHIA","26447",644,631,602,42,13,29,6.52
201912,2019-12-01,2019,26448,"UNIVERSIDADE FED. SUL SUDESTE DO PARA","26448",789,759,738,51,30,21,6.46
201912,2019-12-01,2019,26449,"UNIVERSIDADE FEDERAL DO CARIRI","26449",682,603,602,80,79,1,11.73
201912,2019-12-01,2019,26450,"UNIVERSIDADE FEDERAL DO SUL DA BAHIA","26450",566,560,554,12,6,6,2.12
201912,2019-12-01,2019,30202,"FUNDACAO NACIONAL DOS POVOS INDIGENAS","30202",4644,2372,1770,2874,2272,602,61.89
201912,2019-12-01,2019,30203,"INST.NAC.METROLOGIA,NORM.E QUAL.INDL.","30203",1952,1412,793,1159,540,619,59.38
201912,2019-12-01,2019,30204,"INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL","30204",1857,1402,997,860,455,405,46.31
201912,2019-12-01,2019,30802,"DEPTO. DE POLICIA RODOVIARIA FEDERAL","30802",13905,13854,10172,3733,51,3682,26.85
201912,2019-12-01,2019,32000,"MINISTERIO DE MINAS E ENERGIA","32000",737,737,188,549,0,549,74.49
201912,2019-12-01,2019,32200,"AGENCIA NACIONAL DE ENERGIA ELETRICA","32200",777,777,608,169,0,169,21.75
201912,2019-12-01,2019,32300,"AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI","32300",815,785,716,99,30,69,12.15
201912,2019-12-01,2019,32396,"Agência Nacional de Mineração","32396",2122,843,787,1335,1279,56,62.91
201912,2019-12-01,2019,33206,"SUPERINT.NAC.DE PREVIDENCIA COMPLEMENTAR","33206",231,159,80,151,72,79,65.37
201912,2019-12-01,2019,35000,"MINISTERIO DAS RELACOES EXTERIORES","35000",5577,3912,2849,2728,1665,1063,48.92
201912,2019-12-01,2019,35201,"FUNDACAO ALEXANDRE DE GUSMAO","35201",78,69,45,33,9,24,42.31
201912,2019-12-01,2019,36201,"FUNDACAO OSWALDO CRUZ","36201",6598,6296,4886,1712,302,1410,25.95
201912,2019-12-01,2019,36205,"FUNDACAO NACIONAL DE SAUDE","36205",8489,8478,2415,6074,11,6063,71.55
201912,2019-12-01,2019,36207,"AGENCIA NACIONAL DE VIGILANCIA SANITARIA","36207",1757,1742,1665,92,15,77,5.24
201912,2019-12-01,2019,36208,"AGENCIA NACIONAL DE SAUDE SUPLEMENTAR","36208",711,679,636,75,32,43,10.55
201912,2019-12-01,2019,37000,"DEFENSORIA PUBLICA DA UNIAO","37000",2000,1222,1134,866,778,88,43.3
201912,2019-12-01,2019,38000,"CONSELHO ADMINIST.DE DEFESA ECONOMICA","38000",52,50,40,12,2,10,23.08
201912,2019-12-01,2019,39250,"AGENCIA NAC. DE TRANSPORTES TERRESTRES","39250",1784,1246,1030,754,538,216,42.26
201912,2019-12-01,2019,39251,"AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS","39251",480,445,379,101,35,66,21.04
201912,2019-12-01,2019,39252,"DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.","39252",4326,3439,2383,1943,887,1056,44.91
201912,2019-12-01,2019,40100,"Min. da Integração e Desenv. Regional","40112",1173,835,589,584,338,246,49.79
201912,2019-12-01,2019,40108,"MINISTERIO CIENCIA TECNOLOGIA INOVA","40108",5799,4908,3299,2500,891,1609,43.11
201912,2019-12-01,2019,40115,"Ministério da Defesa","40105",3054,2708,1534,1520,346,1174,49.77
201912,2019-12-01,2019,40116,"Advocacia-Geral da União","40106",8625,8566,6828,1797,59,1738,20.83
201912,2019-12-01,2019,40202,"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA","40202",268,268,237,31,0,31,11.57
201912,2019-12-01,2019,40211,"Ministério do Meio Ambiente","40111",1133,791,518,615,342,273,54.28
201912,2019-12-01,2019,40301,"COMISSAO NACIONAL DE ENERGIA NUCLEAR","40301",3315,2828,1663,1652,487,1165,49.83
201912,2019-12-01,2019,40403,"Fundação Casa de Rui Barbosa","40403",148,145,109,39,3,36,26.35
201912,2019-12-01,2019,40408,"FUNDACAO CULTURAL PALMARES","40408",26,26,26,0,0,0,0
201912,2019-12-01,2019,40501,"CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO","40501",1041,845,379,662,196,466,63.59
201912,2019-12-01,2019,40603,"SUPERINTENDENCIA ZONA FRANCA DE MANAUS","40603",600,600,454,146,0,146,24.33
201912,2019-12-01,2019,40604,"INSTITUTO BRASILEIRO DE TURISMO","40604",198,194,107,91,4,87,45.96
201912,2019-12-01,2019,40701,"INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS","40701",6473,6457,2804,3669,16,3653,56.68
201912,2019-12-01,2019,40801,"GOVERNO DO EX-TERRITORIO DO AMAPA","40801",6346,6342,6329,17,4,13,0.27
201912,2019-12-01,2019,40803,"GOVERNO DO EX-TERRITORIO DE RONDONIA","40803",6219,6150,6066,153,69,84,2.46
201912,2019-12-01,2019,40804,"GOVERNO DO EX-TERRITORIO DE RORAIMA","40804",3305,3305,3302,3,0,3,0.09
201912,2019-12-01,2019,40806,"DEP.DE CENTRAL.SERV.DE INATIVOS E PENS.","40806",7,7,0,7,0,7,100
201912,2019-12-01,2019,41231,"AGENCIA NACIONAL DE TELECOMUNICACOES","41231",1793,1598,1366,427,195,232,23.81
201912,2019-12-01,2019,42201,"INSTITUTO NAC. DE COLONIZ E REF AGRARIA","42201",7505,4957,3638,3867,2548,1319,51.53
201912,2019-12-01,2019,42204,"DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS","42204",1753,1752,950,803,1,802,45.81
201912,2019-12-01,2019,42207,"INSTITUTO BRASILEIRO DE MUSEUS","42207",801,653,419,382,148,234,47.69
201912,2019-12-01,2019,44205,"AGENCIA NACIONAL DE AGUAS","44205",397,380,297,100,17,83,25.19
201912,2019-12-01,2019,44206,"INSTITUTO DE PESQ. JARDIM BOTANICO DO RJ","44206",218,217,130,88,1,87,40.37
201912,2019-12-01,2019,44207,"INSTITUTO CHICO MENDES CONSERV.BIODIVER.","44207",2880,2233,1475,1405,647,758,48.78
