"competencia","data","ano","nome_cargo","nivel","ocupada","aprovada","orgaos"
202411,2024-11-01,2024,"APONTADOR","NA",18,18,7
202411,2024-11-01,2024,"ARMADOR","NA",5,5,3
202411,2024-11-01,2024,"ARMAZENISTA","NA",61,61,21
202411,2024-11-01,2024,"ARMAZENISTA","NI",2,2,1
202411,2024-11-01,2024,"ARQUITETO","NS",2,3,2
202411,2024-11-01,2024,"ARQUIVISTA","NS",2,2,1
202411,2024-11-01,2024,"ARQUIVISTA DE TAPES","NI",2,2,2
202411,2024-11-01,2024,"ARTIF DE CARPINT E MARCENARIA","NA",27,27,6
202411,2024-11-01,2024,"ARTIF DE CARPINT E MARCENARIA","NI",65,65,6
202411,2024-11-01,2024,"ARTIF DE CARPINT MARCENARIA","NI",35,35,12
202411,2024-11-01,2024,"ARTIF DE CONF DE ROUPAS E UNIFORMES","NI",2,2,1
202411,2024-11-01,2024,"ARTIF DE CONFEC DE ROUPAS E UNIFORMES","NA",1,1,1
202411,2024-11-01,2024,"ARTIF DE CONFEC ROUPAS UNIFORME","NI",3,3,1
202411,2024-11-01,2024,"ARTIF DE ELETRIC COMUNICACOES","NA",11,11,6
202411,2024-11-01,2024,"ARTIF DE ELETRIC E COMUNICACAO","NI",71,71,11
202411,2024-11-01,2024,"ARTIF DE ELETRIC E COMUNICACOES","NA",5,5,2
202411,2024-11-01,2024,"ARTIF DE ELETRIC E COMUNICACOES","NI",7,7,2
202411,2024-11-01,2024,"ARTIF DE ELETRICIDADE E COMUNICACAO","NI",1,1,1
202411,2024-11-01,2024,"ARTIF DE EST DE OBRAS E METALURGIA","NA",1,1,1
202411,2024-11-01,2024,"ARTIF DE EST DE OBRAS E METALURGIA","NI",5,5,2
202411,2024-11-01,2024,"ARTIF DE ESTRUT DE OBRAS E METALURGIA","NI",12,12,2
202411,2024-11-01,2024,"ARTIF DE ESTRUT DE OBRAS METALURGIA","NA",6,6,1
202411,2024-11-01,2024,"ARTIF DE ESTRUT DE OBRAS METALURGIA","NI",35,35,8
202411,2024-11-01,2024,"ARTIF DE ESTRUT OBRAS METALURGIA","NA",1,1,1
202411,2024-11-01,2024,"ARTIF DE MANUTENCAO","NI",8,8,4
202411,2024-11-01,2024,"ARTIF DE MANUTENCAO DE VEICULOS","NI",15,15,2
202411,2024-11-01,2024,"ARTIF DE MUNICAO E PIROTECNIA","NI",23,23,1
202411,2024-11-01,2024,"ARTIF DE PINTURA E ALVENARIA","NA",1,1,1
202411,2024-11-01,2024,"ARTIF EM MUNICAO E PIROTECNIA","NI",2,2,1
202411,2024-11-01,2024,"ARTIF ESPEC DE ELETR E COMUNICACOES","NI",1,1,1
202411,2024-11-01,2024,"ARTIFICE","NA",17,17,3
202411,2024-11-01,2024,"ARTIFICE","NI",70,70,8
202411,2024-11-01,2024,"ARTIFICE CARPINTARIA MARCENARIA","NI",4,4,1
202411,2024-11-01,2024,"ARTIFICE DE AERONAUTICA","NI",2,2,1
202411,2024-11-01,2024,"ARTIFICE DE ARTES GRAFICAS","NA",25,26,9
202411,2024-11-01,2024,"ARTIFICE DE ARTES GRAFICAS","NI",103,103,24
202411,2024-11-01,2024,"ARTIFICE DE CARPINT E MARCENARIA","NI",2,2,1
202411,2024-11-01,2024,"ARTIFICE DE CARPINTARIA E MARCENARIA","NI",2,2,1
202411,2024-11-01,2024,"ARTIFICE DE ELETRIC E COMUNIC","NI",1,1,1
202411,2024-11-01,2024,"ARTIFICE DE ELETRIC E COMUNICACOES","NI",36,36,5
202411,2024-11-01,2024,"ARTIFICE DE ELETRICIDADE E COMUNICACAO","NI",6,6,2
202411,2024-11-01,2024,"ARTIFICE DE ESTRUT DE OBRAS E METALURGIA","NI",1,1,1
202411,2024-11-01,2024,"ARTIFICE DE MECANICA","NA",73,73,9
202411,2024-11-01,2024,"ARTIFICE DE MECANICA","NI",401,401,22
202411,2024-11-01,2024,"ARTIFICE I","NI",1,1,1
202411,2024-11-01,2024,"ARTIFICE II","NI",2,2,2
202411,2024-11-01,2024,"ASCENSORISTA","NI",29,29,5
202411,2024-11-01,2024,"ASSESSOR DE PLANEJAMENTO","NS",1,1,1
202411,2024-11-01,2024,"ASSESSOR TECNICO","NS",3,3,3
202411,2024-11-01,2024,"ASSIST DE DISTRIBUICAO II","NI",2,2,1
202411,2024-11-01,2024,"ASSIST TECNICO DE ENSINO","NI",8,8,2
202411,2024-11-01,2024,"ASSIST TECNICO OPERACIONAL","NI",1,1,1
202411,2024-11-01,2024,"ASSISTENTE ADMINISTRATIVO","NI",129,129,11
202411,2024-11-01,2024,"ASSISTENTE ADMINISTRATIVO - NI","NI",1,2,2
202411,2024-11-01,2024,"ASSISTENTE ADMINISTRATIVO I","NI",1,1,1
202411,2024-11-01,2024,"ASSISTENTE ADMINISTRATIVO III","NI",1,1,1
202411,2024-11-01,2024,"ASSISTENTE DE ADMINISTRACAO","NI",357,357,18
202411,2024-11-01,2024,"ASSISTENTE DE ALUNO","NI",3,3,1
202411,2024-11-01,2024,"ASSISTENTE DE ALUNOS","NI",1,1,1
202411,2024-11-01,2024,"ASSISTENTE DE CAMERA","NA",5,5,3
202411,2024-11-01,2024,"ASSISTENTE DE DISTRIBUICAO I","NA",1,1,1
202411,2024-11-01,2024,"ASSISTENTE DE ESTUDIO","NI",1,1,1
202411,2024-11-01,2024,"ASSISTENTE DE MONTAGEM","NA",1,1,1
202411,2024-11-01,2024,"ASSISTENTE DE PESQUISA","NS",1,1,1
202411,2024-11-01,2024,"ASSISTENTE DE PRODUCAO","NS",13,13,3
202411,2024-11-01,2024,"ASSISTENTE DE SECRETARIA I","NI",1,1,1
202411,2024-11-01,2024,"ASSISTENTE DE SECRETARIA II","NI",7,7,2
202411,2024-11-01,2024,"ASSISTENTE DE SECRETARIA III","NI",7,7,3
202411,2024-11-01,2024,"ASSISTENTE DE SOM","NA",7,7,6
202411,2024-11-01,2024,"ASSISTENTE FINANCEIRO","NI",6,6,1
202411,2024-11-01,2024,"ASSISTENTE JURIDICO","NS",1,1,1
202411,2024-11-01,2024,"ASSISTENTE PESQUISA E TECNOLOGIA I","NI",1,1,1
202411,2024-11-01,2024,"ASSISTENTE SINDICAL","NI",16,16,2
202411,2024-11-01,2024,"ASSISTENTE SOCIAL","NS",67,73,3
202411,2024-11-01,2024,"ASSISTENTE TECNICO","NI",21,21,3
202411,2024-11-01,2024,"ASSISTENTE TECNICO DE PRODUCAO","NI",2,2,1
202411,2024-11-01,2024,"ATENDENTE","NI",466,466,7
202411,2024-11-01,2024,"ATENDENTE DE CONSULTORIO-AREA","NA",61,61,21
202411,2024-11-01,2024,"ATENDENTE DE ENFERMAGEM","NA",39,39,7
202411,2024-11-01,2024,"ATENDENTE DE ENFERMAGEM","NI",11,11,1
202411,2024-11-01,2024,"AUDITOR","NS",14,14,8
202411,2024-11-01,2024,"AUTOR ROTEIRISTA","NS",1,1,1
202411,2024-11-01,2024,"AUX DE ADMINISTRACAO","NI",1,1,1
202411,2024-11-01,2024,"AUX DE IND E CONSERV DE ALIMENTOS","NA",10,10,7
202411,2024-11-01,2024,"AUX DE PROCES DADOS","NI",1,1,1
202411,2024-11-01,2024,"AUX DE PROCES DE DADOS","NI",1,1,1
202411,2024-11-01,2024,"AUX DE PROCESSAMENTO DE DADOS","NA",6,6,5
202411,2024-11-01,2024,"AUX DE PROCESSAMENTO DE DADOS","NI",1,1,1
202411,2024-11-01,2024,"AUX DE SERVICOS DIVERSOS","NA",33,33,2
202411,2024-11-01,2024,"AUX DE SERVICOS DIVERSOS","NI",4,4,3
202411,2024-11-01,2024,"AUX DE SERVICOS FLUVIAIS","NA",1,1,1
202411,2024-11-01,2024,"AUX DE SERVICOS GERAIS","NA",117,117,6
202411,2024-11-01,2024,"AUX DE SERVICOS GERAIS","NI",123,123,10
202411,2024-11-01,2024,"AUX DE SERVICOS GRAFICOS","NI",1,1,1
202411,2024-11-01,2024,"AUX DE TRANSP MARITIMO E FLUVIAL","NA",3,3,2
202411,2024-11-01,2024,"AUX DE TRANSPORTE MARIT E FLUVIAL","NA",6,6,1
202411,2024-11-01,2024,"AUX EM ASSUNTOS CULTURAIS","NI",2,2,2
202411,2024-11-01,2024,"AUX EM ASSUNTOS EDUCACIONAIS","NI",31,31,10
202411,2024-11-01,2024,"AUX EM ASSUNTOS EDUCACIONAIS - NA","NA",2,3,1
202411,2024-11-01,2024,"AUX EM CONSERVACAO RESTAURACAO III","NI",1,1,1
202411,2024-11-01,2024,"AUX EM PROGRAMACAO VISUAL III","NI",1,1,1
202411,2024-11-01,2024,"AUX EM TRANSP MARITIMO E FLUVIAL","NA",4,4,2
202411,2024-11-01,2024,"AUX EXEC EM METROLOGIA E QUALIDADE","NA",3,3,1
202411,2024-11-01,2024,"AUX OP DE PERITO CRIMINAL CIVIL PRIMEIRA","NI",1,1,1
202411,2024-11-01,2024,"AUX OP DE PERITO CRIMINAL CIVIL SEGUNDA","NI",2,2,1
202411,2024-11-01,2024,"AUX OPER PERITO CRIM CIVIL ESPECIAL","NI",7,7,2
202411,2024-11-01,2024,"AUX OPERAC ASSUNTOS CULTURAIS","NA",1,1,1
202411,2024-11-01,2024,"AUX OPERAC CINEFOT MICROFILMAGEM","NA",2,2,1
202411,2024-11-01,2024,"AUX OPERAC DE SERV DE ENGENHARIA","NA",65,65,1
202411,2024-11-01,2024,"AUX OPERAC DE SERV DIV DE SAUDE","NI",18,18,1
202411,2024-11-01,2024,"AUX OPERAC DE SERV DIVERSOS","NI",847,847,21
202411,2024-11-01,2024,"AUX OPERAC DE SERV ENGENHARIA","NA",3,3,3
202411,2024-11-01,2024,"AUX OPERAC DE SERVICOS DIVERSOS","NI",1,1,1
202411,2024-11-01,2024,"AUX OPERAC ESPECIALIZADO","NA",1,1,1
202411,2024-11-01,2024,"AUX OPERAC SER DIVERSOS SAUDE","NI",1,1,1
202411,2024-11-01,2024,"AUX OPERAC SERV DIVERSOS","NA",1178,1178,22
202411,2024-11-01,2024,"AUX OPERAC SERVICOS DIVERSOS","NA",3,3,2
202411,2024-11-01,2024,"AUX OPERAC SERVICOS DIVERSOS","NI",1005,1005,7
202411,2024-11-01,2024,"AUX OPERACIONAL AGROPECUARIA","NA",2,2,1
202411,2024-11-01,2024,"AUX OPERACIONAL SERV DIVERSOS","NA",70,70,2
202411,2024-11-01,2024,"AUX OPERACIONAL SERVICOS DIVERSOS","NA",79,79,6
202411,2024-11-01,2024,"AUX OPERACIONAL SERVICOS DIVERSOS","NI",56,56,2
202411,2024-11-01,2024,"AUX PRESERV DEFESA AMBIENTAL","NA",9,9,2
202411,2024-11-01,2024,"AUX TECNICO DA PRODUCAO A","NI",13,13,2
202411,2024-11-01,2024,"AUX TECNICO DA PRODUCAO B","NI",5,5,1
202411,2024-11-01,2024,"AUX TECNICO DE PRODUCAO","NI",1,1,1
202411,2024-11-01,2024,"AUXIL OPERAC SERVICOS DIVERSOS","NI",5,5,1
202411,2024-11-01,2024,"AUXILIAR ADMINISTRATIVO","NA",64,64,6
202411,2024-11-01,2024,"AUXILIAR ADMINISTRATIVO","NI",185,185,18
202411,2024-11-01,2024,"AUXILIAR DE ADMINISTRACAO","NI",230,230,13
202411,2024-11-01,2024,"AUXILIAR DE AGROPECUARIA","NA",557,557,63
202411,2024-11-01,2024,"AUXILIAR DE ANATOMIA E NECROPSIA","NA",26,26,15
202411,2024-11-01,2024,"AUXILIAR DE APOIO OPERACIONAL","NA",1,1,1
202411,2024-11-01,2024,"AUXILIAR DE ARTES GRAFICAS","NA",30,30,17
202411,2024-11-01,2024,"AUXILIAR DE ARTIFICE","NA",226,230,13
202411,2024-11-01,2024,"AUXILIAR DE CARPINTARIA","NA",12,12,5
202411,2024-11-01,2024,"AUXILIAR DE CINEGRAFISTA","NA",6,6,2
202411,2024-11-01,2024,"AUXILIAR DE CONTABILIDADE","NI",9,9,3
202411,2024-11-01,2024,"AUXILIAR DE CONVES","NA",4,4,1
202411,2024-11-01,2024,"AUXILIAR DE COZINHA","NA",170,170,37
202411,2024-11-01,2024,"AUXILIAR DE CRECHE","NI",43,43,11
202411,2024-11-01,2024,"AUXILIAR DE CURTUME E TANANTES","NA",1,1,1
202411,2024-11-01,2024,"AUXILIAR DE DIVULGACAO","NI",1,1,1
202411,2024-11-01,2024,"AUXILIAR DE DOCUMENTACAO III","NI",7,7,1
202411,2024-11-01,2024,"AUXILIAR DE ELETRICISTA","NA",71,71,32
202411,2024-11-01,2024,"AUXILIAR DE ENCANADOR","NA",32,32,23
202411,2024-11-01,2024,"AUXILIAR DE ENFERMAGEM","NI",19,19,2
202411,2024-11-01,2024,"AUXILIAR DE ENFERMAGEM - 30 HORAS","NI",1,1,1
202411,2024-11-01,2024,"AUXILIAR DE ENSINO","NA",14,14,2
202411,2024-11-01,2024,"AUXILIAR DE ESCRITORIO","NI",2,2,2
202411,2024-11-01,2024,"AUXILIAR DE ESTATISTICA","NI",7,7,2
202411,2024-11-01,2024,"AUXILIAR DE FARMACIA","NA",44,44,16
202411,2024-11-01,2024,"AUXILIAR DE FISCAL - EX-TERRITORIOS","NI",21,21,1
202411,2024-11-01,2024,"AUXILIAR DE HIGIENE DENTAL","NI",1,1,1
202411,2024-11-01,2024,"AUXILIAR DE ILUMINADOR","NA",3,3,2
202411,2024-11-01,2024,"AUXILIAR DE LABORATORIO","NA",436,436,62
202411,2024-11-01,2024,"AUXILIAR DE LABORATORIO","NI",6,6,1
202411,2024-11-01,2024,"AUXILIAR DE LABORATORIO 8 HORAS","NA",93,93,2
202411,2024-11-01,2024,"AUXILIAR DE LIMPEZA","NA",19,19,5
202411,2024-11-01,2024,"AUXILIAR DE MANUTENCAO","NA",3,3,2
202411,2024-11-01,2024,"AUXILIAR DE MARCENARIA","NA",6,6,3
202411,2024-11-01,2024,"AUXILIAR DE MECANICA","NA",51,51,27
202411,2024-11-01,2024,"AUXILIAR DE METEOROLOGIA","NI",74,74,1
202411,2024-11-01,2024,"AUXILIAR DE MICROFILMAGEM","NA",10,10,8
202411,2024-11-01,2024,"AUXILIAR DE NUTRICAO E DIETETICA","NA",106,106,28
202411,2024-11-01,2024,"AUXILIAR DE PADEIRO","NA",1,1,1
202411,2024-11-01,2024,"AUXILIAR DE PRODUCAO","NA",3,3,1
202411,2024-11-01,2024,"AUXILIAR DE RECREACAO","NI",20,20,5
202411,2024-11-01,2024,"AUXILIAR DE SANEAMENTO","NI",215,215,2
202411,2024-11-01,2024,"AUXILIAR DE SERRALHEIRO","NA",5,5,2
202411,2024-11-01,2024,"AUXILIAR DE SERTANISTA","NA",6,6,1
202411,2024-11-01,2024,"AUXILIAR DE SERV GERAIS","NA",13,13,6
202411,2024-11-01,2024,"AUXILIAR DE SERVICOS DIVERSOS","NA",13,13,2
202411,2024-11-01,2024,"AUXILIAR DE SERVICOS DIVERSOS","NI",8,9,2
202411,2024-11-01,2024,"AUXILIAR DE SERVICOS GERAIS","NA",14,14,4
202411,2024-11-01,2024,"AUXILIAR DE SERVICOS GERAIS","NI",292,292,11
202411,2024-11-01,2024,"AUXILIAR DE SERVICOS GERAIS - CVM","NI",17,17,1
202411,2024-11-01,2024,"AUXILIAR DE TOPOGRAFIA","NI",6,6,2
202411,2024-11-01,2024,"AUXILIAR EM ASSUNTOS EDUCACIONAIS","NI",11,11,2
202411,2024-11-01,2024,"AUXILIAR EM CIENCIA E TECNOLOGIA","NA",121,121,9
202411,2024-11-01,2024,"AUXILIAR EM INDIGENISMO","NA",2,2,1
202411,2024-11-01,2024,"AUXILIAR EM INDIGENISMO - NA","NA",69,69,1
202411,2024-11-01,2024,"AUXILIAR EM PESQUISA E INVEST BIOMEDICA","NA",3,3,1
202411,2024-11-01,2024,"AUXILIAR OPERAC DE SERV DIVERSOS","NI",5,5,1
202411,2024-11-01,2024,"AUXILIAR OPERAC DE SERVICOS DIVERSO","NI",2,2,1
202411,2024-11-01,2024,"AUXILIAR OPERAC DE SERVICOS DIVERSOS","NA",13,13,1
202411,2024-11-01,2024,"AUXILIAR OPERAC DE SERVICOS DIVERSOS","NI",11,11,1
202411,2024-11-01,2024,"AUXILIAR OPERAC EM AGROPECUARIA","NA",17,17,5
202411,2024-11-01,2024,"AUXILIAR OPERAC SERV DIVERSOS","NA",9,9,2
202411,2024-11-01,2024,"AUXILIAR OPERAC SERV DIVERSOS","NI",24,24,2
202411,2024-11-01,2024,"AUXILIAR OPERAC SERVICOS DIVERSOS","NA",2,2,1
202411,2024-11-01,2024,"AUXILIAR OPERAC SERVICOS DIVERSOS","NI",28,28,2
202411,2024-11-01,2024,"AUXILIAR OPERACIONAL","NA",158,158,28
202411,2024-11-01,2024,"AUXILIAR OPERACIONAL DE AGROPECUARIA","NA",1,1,1
202411,2024-11-01,2024,"AUXILIAR OPERACIONAL SERV DIVERSOS - NA","NA",1950,2058,3
202411,2024-11-01,2024,"AUXILIAR OPERACIONAL SERV DIVERSOS - NI","NI",42,42,1
202411,2024-11-01,2024,"AUXILIAR OPERACIONAL SERVICOS DIVERSOS","NI",1,1,1
202411,2024-11-01,2024,"AUXILIAR RURAL","NA",41,41,12
202411,2024-11-01,2024,"AUXILIAR TECNICO","NA",32,32,7
202411,2024-11-01,2024,"AUXILIAR TECNICO","NI",10,10,1
202411,2024-11-01,2024,"AUXILIAR TECNICO DE CONTROLE","NI",1,1,1
202411,2024-11-01,2024,"AUXILIAR TECNICO DE PESQUISA","NI",1,1,1
202411,2024-11-01,2024,"BARBEIRO","NA",1,1,1
202411,2024-11-01,2024,"BARQUEIRO","NA",1,1,1
202411,2024-11-01,2024,"BIBLIOTECARIO","NS",4,4,4
202411,2024-11-01,2024,"BIOMEDICO","NS",4,4,3
202411,2024-11-01,2024,"BOMBEIRO HIDRAULICO","NA",65,65,47
202411,2024-11-01,2024,"BRIGADISTA DE INCENDIO","NI",12,12,4
202411,2024-11-01,2024,"CADASTRADOR","NA",6,6,2
202411,2024-11-01,2024,"CAMAREIRO DE ESPETACULO","NI",2,2,2
202411,2024-11-01,2024,"CARPINTEIRO","NA",70,70,31
202411,2024-11-01,2024,"CARTOGRAFO","NI",10,10,2
202411,2024-11-01,2024,"CENOGRAFO","NS",7,7,7
202411,2024-11-01,2024,"CHAVEIRO","NA",1,1,1
202411,2024-11-01,2024,"CINEGRAFISTA","NI",4,4,1
202411,2024-11-01,2024,"COMANDANTE DE AERONAVE","NS",6,6,2
202411,2024-11-01,2024,"COMANDANTE DE LANCHA","NS",3,3,3
202411,2024-11-01,2024,"COMUNICACAO E DIVULG CULTURA","NS",2,2,1
202411,2024-11-01,2024,"CONDUTOR DE LANCHA","NI",25,25,1
202411,2024-11-01,2024,"CONTADOR","NS",1,1,1
202411,2024-11-01,2024,"CONTINUO","NI",412,412,57
202411,2024-11-01,2024,"CONTRA REGRA","NI",7,7,4
202411,2024-11-01,2024,"CONTRAMESTRE","NI",5,5,2
202411,2024-11-01,2024,"COORDENADOR DE PROGRAMACAO","NS",6,6,2
202411,2024-11-01,2024,"COPEIRO","NA",248,248,37
202411,2024-11-01,2024,"COPEIRO","NI",2,2,1
202411,2024-11-01,2024,"COSTUREIRO DE ESPETACULO-CENARIO","NI",5,5,4
202411,2024-11-01,2024,"COZINHEIRO","NI",213,213,60
202411,2024-11-01,2024,"COZINHEIRO A","NA",1,1,1
202411,2024-11-01,2024,"COZINHEIRO DE BORDO","NA",1,1,1
202411,2024-11-01,2024,"COZINHEIRO DE EMBARCACOES","NI",2,2,1
202411,2024-11-01,2024,"CUX DE MANUTENCAO E SERV  OPERACIONAIS","NI",1,1,1
202411,2024-11-01,2024,"DATILOGRAFO","NA",24,28,3
202411,2024-11-01,2024,"DATILOGRAFO","NI",1967,1968,48
202411,2024-11-01,2024,"DATILOGRAFO - NI","NI",3,3,2
202411,2024-11-01,2024,"DATILOGRAFO DE TEXTOS GRAFICOS","NI",13,14,10
202411,2024-11-01,2024,"DATILOSCOPISTA POLICIAL CIVIL ESPECIAL","NI",14,14,3
202411,2024-11-01,2024,"DECORADOR","NS",2,2,2
202411,2024-11-01,2024,"DELEGADO DE POLICIA CIVIL ESPECIAL","NS",16,23,2
202411,2024-11-01,2024,"DENTISTA","NS",1,1,1
202411,2024-11-01,2024,"DESENHISTA","NI",91,91,22
202411,2024-11-01,2024,"DESENHISTA COPISTA","NA",3,3,3
202411,2024-11-01,2024,"DESENHISTA INDUSTRIAL","NS",7,7,2
202411,2024-11-01,2024,"DESENHISTA TECNICO","NI",1,1,1
202411,2024-11-01,2024,"DIGITADOR","NI",71,71,8
202411,2024-11-01,2024,"DIRETOR DE ILUMINACAO","NS",3,3,2
202411,2024-11-01,2024,"DIRETOR DE IMAGEM","NS",10,10,9
202411,2024-11-01,2024,"DIRETOR DE IMAGENS","NS",1,1,1
202411,2024-11-01,2024,"DIRETOR DE PROGRAMAS","NS",5,5,1
202411,2024-11-01,2024,"DIRETOR DE SOM","NS",4,4,4
202411,2024-11-01,2024,"DIVULGADOR SANITARIO","NI",13,13,2
202411,2024-11-01,2024,"ECONOMISTA","NS",36,37,8
202411,2024-11-01,2024,"ECONOMISTA DOMESTICO","NS",21,21,10
202411,2024-11-01,2024,"ECONOMO","NI",5,5,2
202411,2024-11-01,2024,"EDITOR","NS",3,3,1
202411,2024-11-01,2024,"EDITOR DE VIDEO-TAPE","NI",14,14,4
202411,2024-11-01,2024,"EDITOR DE VIDEO-TAPE PRODUCAO","NI",1,1,1
202411,2024-11-01,2024,"EDUCADOR EM SAUDE","NS",4,4,2
202411,2024-11-01,2024,"ELETRICISTA","NI",181,181,60
202411,2024-11-01,2024,"ELETRICISTA DE ESPETACULO","NI",3,3,3
202411,2024-11-01,2024,"ENCADERNADOR","NI",40,40,18
202411,2024-11-01,2024,"ENCANADOR BOMBEIRO","NI",4,4,1
202411,2024-11-01,2024,"ENCARREGADO DE MANUTENCAO","NI",2,2,1
202411,2024-11-01,2024,"ENCARREGADO DE TURMA","NI",1,1,1
202411,2024-11-01,2024,"ENFERMEIRO","NS",17,17,3
202411,2024-11-01,2024,"ENGARREGADO DE TURMA","NI",24,24,2
202411,2024-11-01,2024,"ENGENHEIRO","NS",13,15,7
202411,2024-11-01,2024,"ENGENHEIRO AGRONOMO","NS",1,1,1
202411,2024-11-01,2024,"ENGENHEIRO DE OPERACOES","NS",4,4,1
202411,2024-11-01,2024,"ENGENHEIRO FLORESTAL","NS",1,1,1
202411,2024-11-01,2024,"ESCRITURARIO","NI",2,2,2
202411,2024-11-01,2024,"ESCRIVAO DE POLICIA CIVIL ESPECIAL","NI",24,24,2
202411,2024-11-01,2024,"ESCRIVAO DE POLICIA CIVIL SEGUNDA","NI",1,1,1
202411,2024-11-01,2024,"ESCRIVAO DE POLICIA CIVIL TERCEIRA","NI",7,9,3
202411,2024-11-01,2024,"ESPECIALISTA DE NIVEL APOIO","NA",2,2,1
202411,2024-11-01,2024,"ESPECIALISTA DE NIVEL MEDIO","NI",6,6,3
202411,2024-11-01,2024,"ESPECIALISTA DE NIVEL SUPERIOR","NS",18,18,6
202411,2024-11-01,2024,"ESPECIALISTA NIVEL MEDIO","NI",5,5,3
202411,2024-11-01,2024,"ESTATISTICO","NS",5,5,2
202411,2024-11-01,2024,"ESTOFADOR","NA",2,2,1
202411,2024-11-01,2024,"FARMACEUTICO","NS",21,21,3
202411,2024-11-01,2024,"FARMACEUTICO BIOQUIMICO","NS",2,2,1
202411,2024-11-01,2024,"FIGURINISTA","NS",5,5,4
202411,2024-11-01,2024,"FISC DERIV DE PETROLEO E COMBUSTIVEL","NS",7,7,1
202411,2024-11-01,2024,"FISCAL - EX-TERRITORIOS","NS",26,27,1
202411,2024-11-01,2024,"FISCAL DE CADASTRO E TRIBUTACAO RURAL","NS",54,54,1
202411,2024-11-01,2024,"FISCAL DE OBRAS - NA","NA",1,2,1
202411,2024-11-01,2024,"FISCAL MUNICIPAL","NI",10,10,1
202411,2024-11-01,2024,"FISIOTERAPEUTA","NS",5,6,2
202411,2024-11-01,2024,"FOTOGRAFO","NI",1,1,1
202411,2024-11-01,2024,"FOTOGRAVADOR","NI",10,10,7
202411,2024-11-01,2024,"GARCON","NA",11,11,4
202411,2024-11-01,2024,"GEOGRAFO","NS",21,21,2
202411,2024-11-01,2024,"GEOLOGO","NS",1,1,1
202411,2024-11-01,2024,"GRAFICO","NI",2,2,1
202411,2024-11-01,2024,"GUARDA DE ENDEMIAS","NI",3711,3711,8
202411,2024-11-01,2024,"GUARDA DE PRESIDIO CIVIL  ESPECIAL - NA","NA",11,11,1
202411,2024-11-01,2024,"GUARDA DE PRESIDIO CIVIL ESPECIAL","NI",30,30,2
202411,2024-11-01,2024,"GUARDA DE PRESIDIO CIVIL SEGUNDA","NI",2,2,1
202411,2024-11-01,2024,"GUARDA DE PRESIDIO CIVIL TERCEIRA","NI",5,5,2
202411,2024-11-01,2024,"GUARDA FLORESTAL","NI",1,1,1
202411,2024-11-01,2024,"IDENTIFICADOR DATILOSCOPICO","NI",25,25,2
202411,2024-11-01,2024,"ILUMINADOR","NI",3,3,1
202411,2024-11-01,2024,"IMPOSITOR","NI",1,1,1
202411,2024-11-01,2024,"IMPRESSOR","NI",34,34,17
202411,2024-11-01,2024,"INSP DE SEGURANCA FISICA E PATRIMONIO","NI",1,1,1
202411,2024-11-01,2024,"INSPETOR DE SANEAMENTO","NI",12,12,2
202411,2024-11-01,2024,"INSTRUMENTISTA","NI",1,1,1
202411,2024-11-01,2024,"INSTRUTOR DE EDUCACAO FISICA E DESPORTOS","NS",4,4,1
202411,2024-11-01,2024,"INTERPRETE","NA",1,1,1
202411,2024-11-01,2024,"JARDINEIRO","NA",121,121,41
202411,2024-11-01,2024,"JORNALISTA","NS",5,5,5
202411,2024-11-01,2024,"LABORATORISTA","NI",187,187,8
202411,2024-11-01,2024,"LABORATORISTA JORNADA 8 HORAS","NI",42,42,3
202411,2024-11-01,2024,"LANCHEIRO","NA",6,6,2
202411,2024-11-01,2024,"LAVADEIRO","NA",13,13,7
202411,2024-11-01,2024,"LINOTIPISTA","NI",4,4,4
202411,2024-11-01,2024,"LOCUTOR 25 HORAS","NI",2,2,2
202411,2024-11-01,2024,"LOCUTOR ANUNCIADOR","NS",1,1,1
202411,2024-11-01,2024,"LOCUTOR APRESENTADOR","NS",1,1,1
202411,2024-11-01,2024,"LOCUTOR APRESENTADOR - DEC JUD","NI",1,1,1
202411,2024-11-01,2024,"MAQUILADOR","NI",1,1,1
202411,2024-11-01,2024,"MARCENEIRO","NA",92,92,45
202411,2024-11-01,2024,"MARINHEIRO FLUVIAL","NA",1,1,1
202411,2024-11-01,2024,"MARINHEIRO FLUVIAL DE MAQUINAS","NI",1,1,1
202411,2024-11-01,2024,"MATEIRO","NI",2,2,1
202411,2024-11-01,2024,"MECANICO","NA",7,7,1
202411,2024-11-01,2024,"MECANICO","NI",98,98,45
202411,2024-11-01,2024,"MECANICO APOIO MARITMO","NI",1,1,1
202411,2024-11-01,2024,"MECANICO DE AUTOS","NI",1,1,1
202411,2024-11-01,2024,"MECANICO DE MONTAGEM E MANUTENCAO","NI",14,14,8
202411,2024-11-01,2024,"MEDICO","NS",8,9,7
202411,2024-11-01,2024,"MEDICO LEGISTA CIVIL ESPECIAL","NS",2,2,1
202411,2024-11-01,2024,"MEDICO VETERINARIO - 20H","NS",26,28,1
202411,2024-11-01,2024,"MEDICO VETERINARIO - 40H","NS",1,1,1
202411,2024-11-01,2024,"MESTRE","NI",3,3,2
202411,2024-11-01,2024,"MESTRE DE EMBARCACOES DE PEQUENO PORTE","NI",5,5,3
202411,2024-11-01,2024,"MESTRE DE LANCHA","NI",15,15,2
202411,2024-11-01,2024,"MESTRE DE SERV FLUVIAIS","NA",1,1,1
202411,2024-11-01,2024,"MICROSCOPISTA","NI",112,112,5
