"competencia","data","ano","plano_carreira","aprovada","distribuida","ocupada","vago","taxa_vacancia"
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM",18,18,18,0,0
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM / Carreira de Agente Executivo da CVM",191,181,97,94,49.21
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM / Carreira de Analista da CVM",260,256,203,57,21.92
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM / Carreira de Inspetor da CVM",123,122,92,31,25.2
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE",13,13,13,0,0
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Pesquisa em Informações Geográficas e Estatísticas",157,157,51,106,67.52
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Planejamento, Gestão e Infra-Estrutura em Informações Geográficas e Estatísticas",1134,1134,701,433,38.18
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Produção e Análise de Informações Geográficas e Estatísticas",1130,1129,651,479,42.39
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Suporte Técnico em Produção e Análise de Informações Geográficas e Estatísticas",6284,6282,2175,4109,65.39
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Suporte em Planejamento, Gestão e Infra-Estrutura em Informações Geográficas e Estatísticas",2809,2808,251,2558,91.06
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA",469,466,128,341,72.71
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA / Carreira de Planejamento e Pesquisa do IPEA",334,332,218,116,34.73
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Previc – PCCPREVIC",25,25,15,10,40
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Previc – PCCPREVIC / Carreira de Analista Administrativo",52,27,12,40,76.92
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Previc – PCCPREVIC / Carreira de Especialista em Previdência Complementar",100,80,35,65,65
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Previc – PCCPREVIC / Carreira de Técnico Administrativo",54,27,9,45,83.33
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Superintendência de Seguros Privados  - SUSEP",9,9,3,6,66.67
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Superintendência de Seguros Privados  - SUSEP / Carreira de Agente Executivo da Susep",245,145,56,189,77.14
202403,2024-03-01,2024,"Plano de Carreiras e Cargos da Superintendência de Seguros Privados  - SUSEP / Carreira de Analista Técnico da Susep",571,378,268,303,53.06
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública",266,266,103,163,61.28
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública  / Cargo Isolado",150,55,53,97,64.67
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública  / Carreira de Suporte à Gestão em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",815,610,293,522,64.05
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Desenvolvimento Tecnológico em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",1752,1752,1470,282,16.1
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Gestão em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",839,839,663,176,20.98
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Pesquisa em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",1140,1139,837,303,26.58
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Suporte Técnico em Ciência Tecnologia, Produção e Inovação em Saúde Pública",1385,1385,988,397,28.66
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Magistério Federal / Cargo Isolado",1727,116,110,1617,93.63
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Magistério Federal / Carreira de Magistério Superior",95053,91195,87166,7887,8.3
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Magistério Federal / Carreira de Magistério do Ensino Básico, Técnico e Tecnológico",58894,51309,49016,9878,16.77
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública",53,53,42,11,20.75
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Cargo Isolado",30,3,1,29,96.67
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Desenvolvimento Tecnológico em Pesquisa e Investigação Biomédica em Saúde Pública",21,21,19,2,9.52
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Gestão em Pesquisa e Investigação Biomédica em Saúde Pública",60,48,37,23,38.33
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Gestão, Planejamento e Infra-Estrutura em Pesquisa e Investigação Biomédica em Saúde Pública",3,3,3,0,0
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Pesquisa e Investigação Biomédica em Saúde Pública",69,69,56,13,18.84
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Suporte Técnico em Pesquisa e Investigação Biomédica em Saúde Pública",160,156,130,30,18.75
202403,2024-03-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Suporte à Gestão em Pesquisa e Investigação Biomédica em Saúde Pública",128,126,104,24,18.75
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Hospital das Forças Armadas  - PCCHFA",69,69,69,0,0
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Hospital das Forças Armadas  - PCCHFA / Carreira de Especialista em Atividades Hospitalares",364,142,138,226,62.09
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Hospital das Forças Armadas  - PCCHFA / Carreira de Suporte às Atividades Médico Hospitalares",1191,665,654,537,45.09
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Hospital das Forças Armadas - PCCHFA / Carreira Médica",643,114,109,534,83.05
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Cargo Isolado",29,9,5,24,82.76
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Carreira de Pesquisa em Propriedade Industrial",810,566,403,407,50.25
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Carreira de Planejamento, Gestão e Infra-Estrutura em Propriedade Industrial",211,168,120,91,43.13
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Carreira de Produção e Análise em Propriedade Industrial",359,220,165,194,54.04
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Carreira de Suporte Técnico em Propriedade Industrial",137,137,135,2,1.46
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Instituto Nacional da Propriedade Industrial - INPI / Carreira de Suporte em Planejamento, Gestão e Infra-Estrutura em Propriedade Industrial",72,71,71,1,1.39
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial  - INMETRO / Cargo Isolado",40,7,4,36,90
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial  - INMETRO / Carreira de Pesquisa e Desenvolvimento em Metrologia e Qualidade",738,531,339,399,54.07
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial - INMETRO / Carreira de Apoio Operacional à Gestão em Metrologia e Qualidade",4,4,4,0,0
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial - INMETRO / Carreira de Gestão em Metrologia e Qualidade",316,237,137,179,56.65
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial - INMETRO / Carreira de Suporte Técnico à Metrologia e Qualidade",333,243,118,215,64.56
202403,2024-03-01,2024,"Plano de Carreiras e Cargos do Instituto Nacional de Metrologia, Normalização e Qualidade Industrial - INMETRO / Carreira de Suporte à Gestão em Metrologia e Qualidade",513,384,65,448,87.33
202403,2024-03-01,2024,"Plano de Classificação de Cargos - PCC",967,881,385,582,60.19
202403,2024-03-01,2024,"Plano Único de Classificação e Retribuição de Cargos e Empregos - PUCRCE",2,1,0,2,100
202403,2024-03-01,2024,"Plano Único de Classificação e Retribuição de Cargos e Empregos - PUCRCE / Carreira de Magistério de 1º e 2º Graus",33,33,33,0,0
202403,2024-03-01,2024,"Tabela Remuneratória Especial -ERCE",1749,1662,1159,590,33.73
202404,2024-04-01,2024,"Cargo Isolado de Especialista em Infra-Estrutura Senior",178,54,51,127,71.35
202404,2024-04-01,2024,"Cargo Isolado de Juiz do Tribunal Marítimo",6,6,6,0,0
202404,2024-04-01,2024,"Cargo Isolado de Juiz-Presidente do Tribunal Marítimo",1,1,1,0,0
202404,2024-04-01,2024,"Cargos de Atividades Técnicas de Fiscalização Agropecuária do Quadro de Pessoal do Mapa",3738,3668,1352,2386,63.83
202404,2024-04-01,2024,"Carreira Auditoria-Fiscal do Trabalho",3509,1906,1903,1606,45.77
202404,2024-04-01,2024,"Carreira Policial Federal",14733,14718,12927,1806,12.26
202404,2024-04-01,2024,"Carreira Policial Rodoviário Federal",13077,13077,12619,458,3.5
202404,2024-04-01,2024,"Carreira Previdenciária",5,5,5,0,0
202404,2024-04-01,2024,"Carreira Tributária e Aduaneira da Receita Federal do Brasil",36933,13878,13575,23358,63.24
202404,2024-04-01,2024,"Carreira da Previdência, da Saúde e do Trabalho",70634,62404,32299,38335,54.27
202404,2024-04-01,2024,"Carreira da Seguridade Social e do Trabalho",473,404,229,244,51.59
202404,2024-04-01,2024,"Carreira de Advogado da União",2378,1636,1626,752,31.62
202404,2024-04-01,2024,"Carreira de Agente Federal de Execução Penal",1600,1600,1490,110,6.88
202404,2024-04-01,2024,"Carreira de Analista Administrativo - ANA",84,75,45,39,46.43
202404,2024-04-01,2024,"Carreira de Analista Administrativo - Agências Reguladoras",1437,1392,1129,308,21.43
202404,2024-04-01,2024,"Carreira de Analista Administrativo - DNIT",400,306,208,192,48
202404,2024-04-01,2024,"Carreira de Analista Administrativo - DNPM",200,78,76,124,62
202404,2024-04-01,2024,"Carreira de Analista de Comércio Exterior",721,391,387,334,46.32
202404,2024-04-01,2024,"Carreira de Analista de Infra-Estrutura",1192,699,686,506,42.45
202404,2024-04-01,2024,"Carreira de Assistente de Chancelaria",1156,1154,358,798,69.03
202404,2024-04-01,2024,"Carreira de Auditor Fiscal Federal Agropecuário",3643,3627,2335,1308,35.9
202404,2024-04-01,2024,"Carreira de Desenvolvimento de Políticas Sociais",2707,663,0,2707,100
202404,2024-04-01,2024,"Carreira de Diplomata",2101,1438,1299,802,38.17
202404,2024-04-01,2024,"Carreira de Especialista Federal em Assistência à Execução Penal",85,85,73,12,14.12
202404,2024-04-01,2024,"Carreira de Especialista em Geologia e Geofísica do Petróleo e Gás Natural",50,33,29,21,42
202404,2024-04-01,2024,"Carreira de Especialista em Geoprocessamento",27,27,27,0,0
202404,2024-04-01,2024,"Carreira de Especialista em Meio-Ambiente",8864,6536,4967,3897,43.96
202404,2024-04-01,2024,"Carreira de Especialista em Políticas Públicas e Gestão Governamental",1729,919,915,814,47.08
202404,2024-04-01,2024,"Carreira de Especialista em Recursos Hídricos",239,239,181,58,24.27
202404,2024-04-01,2024,"Carreira de Especialista em Recursos Minerais",899,393,296,603,67.07
202404,2024-04-01,2024,"Carreira de Financiamento e Execução de Programas e Projetos Educacionais",494,494,169,325,65.79
202404,2024-04-01,2024,"Carreira de Finanças e Controle",6810,3593,3004,3806,55.89
202404,2024-04-01,2024,"Carreira de Infra-Estrutura de Transportes",929,905,701,228,24.54
202404,2024-04-01,2024,"Carreira de Oficial de Chancelaria",1892,944,743,1149,60.73
202404,2024-04-01,2024,"Carreira de Perito Federal Agrário",1132,1132,623,509,44.96
202404,2024-04-01,2024,"Carreira de Perito Médico Federal",24,6,6,18,75
202404,2024-04-01,2024,"Carreira de Perícia Médica da Previdência Social",5698,3308,3282,2416,42.4
202404,2024-04-01,2024,"Carreira de Pesquisa e Desenvolvimento de Informações e Avaliações Educacionais – INEP",418,340,255,163,39
202404,2024-04-01,2024,"Carreira de Planejamento e Orçamento",736,543,542,194,26.36
202404,2024-04-01,2024,"Carreira de Procurador Federal",4364,3597,3597,767,17.58
202404,2024-04-01,2024,"Carreira de Procurador da Fazenda Nacional",2359,2348,2040,319,13.52
202404,2024-04-01,2024,"Carreira de Regulação e Fiscalização da Atividade Cinematográfica e Audiovisual",150,150,139,11,7.33
202404,2024-04-01,2024,"Carreira de Regulação e Fiscalização de Aviação Civil",921,737,658,263,28.56
202404,2024-04-01,2024,"Carreira de Regulação e Fiscalização de Locais, Produtos e Serviços sob Vigilância Sanitária",810,810,750,60,7.41
202404,2024-04-01,2024,"Carreira de Regulação e Fiscalização de Petróleo e Derivados, Álcool combustível e Gás Natural",435,424,376,59,13.56
202404,2024-04-01,2024,"Carreira de Regulação e Fiscalização de Recursos Energéticos",365,365,296,69,18.9
202404,2024-04-01,2024,"Carreira de Regulação e Fiscalização de Saúde Suplementar",340,338,300,40,11.76
202404,2024-04-01,2024,"Carreira de Regulação e Fiscalização de Serviços Públicos de Telecomunicações",715,630,582,133,18.6
202404,2024-04-01,2024,"Carreira de Regulação e Fiscalização de Serviços de Transportes Aquaviários",218,208,171,47,21.56
202404,2024-04-01,2024,"Carreira de Regulação e Fiscalização de Serviços de Transportes Terrestres",590,297,258,332,56.27
202404,2024-04-01,2024,"Carreira de Supervisor Médico Pericial",446,149,45,401,89.91
202404,2024-04-01,2024,"Carreira de Suporte Técnico ao Financiamento e Execução de Programas e Projetos Educacionais",513,493,115,398,77.58
202404,2024-04-01,2024,"Carreira de Suporte Técnico em Informações Educacionais – INEP",120,114,54,66,55
202404,2024-04-01,2024,"Carreira de Suporte à Infra-Estrutura de Transportes",1831,1062,504,1327,72.47
202404,2024-04-01,2024,"Carreira de Suporte à Regulação e Fiscalização da Atividade Cinematográfica e Audiovisual",64,64,56,8,12.5
202404,2024-04-01,2024,"Carreira de Suporte à Regulação e Fiscalização de Aviação Civil",392,325,239,153,39.03
202404,2024-04-01,2024,"Carreira de Suporte à Regulação e Fiscalização de Locais, Produtos e Serviços sob Vigilância Sanitária",100,100,92,8,8
202404,2024-04-01,2024,"Carreira de Suporte à Regulação e Fiscalização de Petróleo e Derivados, Álcool Combustível e Gás Natural",50,50,37,13,26
202404,2024-04-01,2024,"Carreira de Suporte à Regulação e Fiscalização de Saúde Suplementar",94,85,74,20,21.28
202404,2024-04-01,2024,"Carreira de Suporte à Regulação e Fiscalização de Serviços Públicos de Telecomunicações",484,377,343,141,29.13
202404,2024-04-01,2024,"Carreira de Suporte à Regulação e Fiscalização de Serviços de Transportes Aquaviários",130,106,83,47,36.15
202404,2024-04-01,2024,"Carreira de Suporte à Regulação e Fiscalização de Serviços de Transportes Terrestres",860,644,494,366,42.56
202404,2024-04-01,2024,"Carreira de Técnico Administrativo - Agências Reuladoras",1373,1327,852,521,37.95
202404,2024-04-01,2024,"Carreira de Técnico Administrativo - DNIT",200,200,167,33,16.5
202404,2024-04-01,2024,"Carreira de Técnico Administrativo - DNPM",137,6,0,137,100
202404,2024-04-01,2024,"Carreira de Técnico Federal de Apoio à Execução Penal",60,60,58,2,3.33
202404,2024-04-01,2024,"Carreira de Técnico em Atividades de Mineração",577,130,36,541,93.76
202404,2024-04-01,2024,"Carreira do Seguro Social",44614,42821,19835,24779,55.54
202404,2024-04-01,2024,"Outros",3,3,3,0,0
202404,2024-04-01,2024,"Outros - Carreira de Defensor Público",1242,717,695,547,44.04
202404,2024-04-01,2024,"Outros - Ex-territórios",5935,5753,5356,579,9.76
202404,2024-04-01,2024,"Outros - Ex-territórios (PM e CBM)",5,5,5,0,0
202404,2024-04-01,2024,"Outros - Programa Mais Médicos",4194,4194,4194,0,0
202404,2024-04-01,2024,"Plano Especial de Cargos da ANVISA",263,263,263,0,0
202404,2024-04-01,2024,"Plano Especial de Cargos da Cultura",3590,2175,2055,1535,42.76
202404,2024-04-01,2024,"Plano Especial de Cargos da EMBRATUR",185,185,90,95,51.35
202404,2024-04-01,2024,"Plano Especial de Cargos da SUFRAMA",562,561,449,113,20.11
202404,2024-04-01,2024,"Plano Especial de Cargos das Agências Reguladoras",224,224,224,0,0
202404,2024-04-01,2024,"Plano Especial de Cargos do Departamento Nacional de Infra-Estrutura de Transportes",890,890,474,416,46.74
202404,2024-04-01,2024,"Plano Especial de Cargos do Departamento Nacional de Produção Mineral",215,215,192,23,10.7
202404,2024-04-01,2024,"Plano Especial de Cargos do Departamento de Polícia Federal",2795,2791,1980,815,29.16
202404,2024-04-01,2024,"Plano Especial de Cargos do Departamento de Polícia Rodoviária Federal",734,733,397,337,45.91
202404,2024-04-01,2024,"Plano Especial de Cargos do FNDE - PECFNDE",112,112,112,0,0
202404,2024-04-01,2024,"Plano Especial de Cargos do INEP - PECINEP",79,79,50,29,36.71
202404,2024-04-01,2024,"Plano Especial de Cargos do Ministério da Fazenda - PECFAZ",7960,7729,4097,3863,48.53
202404,2024-04-01,2024,"Plano Especial de Cargos do Ministério do Meio Ambiente e do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - IBAMA - PECMA",333,181,178,155,46.55
202404,2024-04-01,2024,"Plano Geral de Cargos do Poder Executivo - PGPE",39268,31474,17598,21670,55.18
202404,2024-04-01,2024,"Plano de Carreira dos Cargos de Reforma e Desenvolvimento Agrário",5246,2700,2021,3225,61.48
202404,2024-04-01,2024,"Plano de Carreira dos Cargos de Tecnologia Militar",2608,2608,1075,1533,58.78
202404,2024-04-01,2024,"Plano de Carreira dos Cargos de Tecnologia Militar / Carreira de Suporte Técnico à Tecnologia Militar",1977,1976,424,1553,78.55
202404,2024-04-01,2024,"Plano de Carreira dos Cargos de Tecnologia Militar / Carreira de Tecnologia Militar",1567,557,139,1428,91.13
202404,2024-04-01,2024,"Plano de Carreiras do Magistério do Ensino Básico Federal / Carreira de Magistério do Ensino Básico Federal",3,3,1,2,66.67
202404,2024-04-01,2024,"Plano de Carreiras dos Cargos Técnico-Administrativos em Educação - PCCTAE",163213,141474,132147,31066,19.03
202404,2024-04-01,2024,"Plano de Carreiras dos órgãos e entidades da Administração Pública Federal Direta, Autárquica e Fundacional, integrantes da área de Ciência e Tecnologia / Carreira de Desenvolvimento Tecnológico",11310,9211,5296,6014,53.17
202404,2024-04-01,2024,"Plano de Carreiras dos órgãos e entidades da Administração Pública Federal Direta, Autárquica e Fundacional, integrantes da área de Ciência e Tecnologia / Carreira de Gestão, Planejamento e Infra-Estrutura em Ciência e Tecnologia",8950,7253,3391,5559,62.11
202404,2024-04-01,2024,"Plano de Carreiras dos órgãos e entidades da Administração Pública Federal Direta, Autárquica e Fundacional, integrantes da área de Ciência e Tecnologia / Carreira de Pesquisa em Ciência e Tecnologia",1832,1553,808,1024,55.9
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN",735,186,163,572,77.82
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN / Carreira de Agente Técnico de Inteligência",229,47,16,213,93.01
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN / Carreira de Agente de Inteligência",937,125,55,882,94.13
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN / Carreira de Oficial Técnico de Inteligência",439,160,106,333,75.85
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Agência Brasileira de Inteligência - ABIN / Carreira de Oficial de Inteligência",2131,779,727,1404,65.88
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM",18,18,18,0,0
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM / Carreira de Agente Executivo da CVM",191,181,97,94,49.21
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM / Carreira de Analista da CVM",260,256,203,57,21.92
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Comissão de Valores Mobiliários - CVM / Carreira de Inspetor da CVM",123,122,92,31,25.2
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE",13,13,13,0,0
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Pesquisa em Informações Geográficas e Estatísticas",157,157,51,106,67.52
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Planejamento, Gestão e Infra-Estrutura em Informações Geográficas e Estatísticas",1133,1133,703,430,37.95
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Produção e Análise de Informações Geográficas e Estatísticas",1130,1129,650,480,42.48
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Suporte Técnico em Produção e Análise de Informações Geográficas e Estatísticas",6284,6282,2178,4106,65.34
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto Brasileiro de Geografia e Estatística - IBGE / Carreira de Suporte em Planejamento, Gestão e Infra-Estrutura em Informações Geográficas e Estatísticas",2809,2808,248,2561,91.17
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA",470,467,129,341,72.55
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA / Carreira de Planejamento e Pesquisa do IPEA",337,335,221,116,34.42
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Previc – PCCPREVIC",25,25,15,10,40
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Previc – PCCPREVIC / Carreira de Analista Administrativo",52,27,12,40,76.92
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Previc – PCCPREVIC / Carreira de Especialista em Previdência Complementar",100,80,35,65,65
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Previc – PCCPREVIC / Carreira de Técnico Administrativo",54,27,9,45,83.33
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Superintendência de Seguros Privados  - SUSEP",9,9,3,6,66.67
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Superintendência de Seguros Privados  - SUSEP / Carreira de Agente Executivo da Susep",245,145,56,189,77.14
202404,2024-04-01,2024,"Plano de Carreiras e Cargos da Superintendência de Seguros Privados  - SUSEP / Carreira de Analista Técnico da Susep",571,378,267,304,53.24
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública",265,265,101,164,61.89
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública  / Cargo Isolado",150,55,53,97,64.67
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública  / Carreira de Suporte à Gestão em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",815,610,293,522,64.05
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Desenvolvimento Tecnológico em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",1752,1752,1469,283,16.15
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Gestão em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",839,839,663,176,20.98
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Pesquisa em Ciência, Tecnologia, Produção e Inovação em Saúde Pública",1140,1139,835,305,26.75
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Ciência, Tecnologia, Produção e Inovação em Saúde Pública / Carreira de Suporte Técnico em Ciência Tecnologia, Produção e Inovação em Saúde Pública",1385,1385,986,399,28.81
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Magistério Federal / Cargo Isolado",1727,116,110,1617,93.63
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Magistério Federal / Carreira de Magistério Superior",95049,91228,87216,7833,8.24
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Magistério Federal / Carreira de Magistério do Ensino Básico, Técnico e Tecnológico",58900,51369,49015,9885,16.78
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública",52,52,41,11,21.15
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Cargo Isolado",30,3,1,29,96.67
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Desenvolvimento Tecnológico em Pesquisa e Investigação Biomédica em Saúde Pública",21,21,19,2,9.52
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Gestão em Pesquisa e Investigação Biomédica em Saúde Pública",60,48,37,23,38.33
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Gestão, Planejamento e Infra-Estrutura em Pesquisa e Investigação Biomédica em Saúde Pública",3,3,3,0,0
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Pesquisa e Investigação Biomédica em Saúde Pública",69,69,56,13,18.84
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Suporte Técnico em Pesquisa e Investigação Biomédica em Saúde Pública",160,156,129,31,19.38
202404,2024-04-01,2024,"Plano de Carreiras e Cargos de Pesquisa e Investigação Biomédica em Saúde Pública / Carreira de Suporte à Gestão em Pesquisa e Investigação Biomédica em Saúde Pública",128,126,104,24,18.75
202404,2024-04-01,2024,"Plano de Carreiras e Cargos do Hospital das Forças Armadas  - PCCHFA",69,69,69,0,0
